id_persona,sexoact,fnacact,edadact,redadact,estcivil,dpto,aportante,tipo_cargo,remuneracion,aporte_armador,aporte_trabajador,aporte_total,primer_periodo,ultimo_periodo,nro_semanas,montos_aportes
538787000132,1,26/01/1970,53,4,1,14,1,6,1669.47,,133.56,133.56,201402,202306,438,99049.27
539472240148,1,09/12/1993,29,2,1,19,0,6,3132.82,156.64,250.63,407.26999,201511,201706,22,2477.1
539691020141,1,28/01/1980,43,3,1,2,1,6,349.53,,82,82,201404,202306,209,35732.24
539738490142,1,26/07/1981,41,3,2,24,0,,,,,,201606,201607,3,
539984910141,1,05/04/1982,41,3,1,19,0,6,9376.77,468.84,750.14,1218.98,202005,202007,8,4961.33
540008960148,1,30/08/1994,28,2,1,12,0,6,1188.89,59.44,95.11,154.55,201807,202207,25,8826.25
541249480144,1,14/04/1987,36,3,1,19,0,6,1806.69,90.33,144.54,234.87,201402,201507,58,3073.46
541548700119,1,26/10/1970,52,4,1,2,0,6,3874.66,193.73,309.97,503.69998,201407,201511,345,8421.08
541728030130,1,19/04/1963,60,5,1,4,1,6,722.8,,82,82,201405,202306,237,60565.62000000001
541773090130,1,29/04/1952,71,6,2,4,0,,3847.5,192.38,307.8,500.17999,201404,201804,532,14581.7
541776250130,1,18/07/1965,57,5,1,4,1,,,,,,201404,202306,559,29374.96
541940550146,1,12/01/1990,33,2,1,12,0,6,1188.89,59.44,95.11,154.55,202206,202207,4,154.55
542137800127,1,11/05/1972,51,4,,2,0,,,,,,201504,201507,8,97.5
542181380145,1,12/03/1987,36,3,1,2,1,6,589.79,,82,82,201404,202306,190,67135.5
542314170146,1,19/07/1990,32,2,,14,0,6,476.56,37.5,60,97.5,201504,201504,2,97.5
542389490119,1,17/04/1968,55,5,2,2,1,,,,,,201405,202306,370,23055.11
542448220119,1,07/03/1975,48,4,1,2,1,6,4096.19,,327.7,327.70001,201405,202306,599,122871.26
542586540141,1,08/12/1980,42,3,1,22,0,,,,,,201403,201606,65,97.5
